Date,day_sin,day_cos,day_of_week,is_weekend,month,is_tet_period,days_to_tet,days_since_tet,tet_recency_weight,is_public_holiday,holiday_recency_weight,promo_active,promo_intensity,promo_stackable,promo_carryover_5d,expected_sessions,traffic_uncertainty,inventory_fill_rate,inventory_sell_through,inventory_days_since_snapshot,inventory_is_stale_rate,conversion_rate_overall
2012-07-26,-0.4227806579826773,-0.9062320427107696,3,0,7,0,0,0,0.0,0,0.0,0,0.0,0,0,28383.52272727272,0.1718538874844356,0.0,0.0,0.0,0.0,529400000000.0
2012-07-27,-0.4383067230125192,-0.898825465016444,4,0,7,0,0,0,0.0,0,0.0,0,0.0,0,0,28131.377777777787,0.1552365646578441,0.0,0.0,0.0,0.0,529400000000.0
2012-07-28,-0.4537030860313442,-0.8911529104063088,5,1,7,0,0,0,0.0,0,0.0,0,0.0,0,0,27904.54545454545,0.1778006021651897,0.0,0.0,0.0,0.0,529400000000.0
2012-07-29,-0.4689651910076318,-0.8832166493127127,6,1,7,0,0,0,0.0,0,0.0,0,0.0,0,0,28054.54545454545,0.1634467381271921,0.0,0.0,0.0,0.0,529400000000.0
2012-07-30,-0.4840885216389758,-0.8750190302029955,0,0,7,0,0,0,0.0,0,0.0,0,0.0,0,0,28006.54545454545,0.1812264403732195,0.0,0.0,0.0,0.0,529400000000.0
2012-07-31,-0.4990686026885319,-0.8665624788845385,1,0,7,0,0,0,0.0,0,0.0,0,0.0,0,0,28207.681818181823,0.1652837272431158,0.9630345909108808,0.2430243052275232,0.0,0.0,529400000000.0
2012-08-01,-0.5139010013093103,-0.8578494977869301,2,0,8,0,0,0,0.0,0,0.0,0,0.0,0,0,31444.136363636364,0.1757751983868939,0.9630345909108808,0.2430243052275232,1.0,0.0,642700000000.0
2012-08-02,-0.5285813283559292,-0.8488826652214553,3,0,8,0,0,0,0.0,0,0.0,0,0.0,0,0,31368.47727272728,0.1899286632787273,0.9630345909108808,0.2430243052275232,2.0,0.0,642700000000.0
2012-08-03,-0.5431052396834317,-0.8396646346181327,4,0,8,0,0,0,0.0,0,0.0,0,0.0,0,0,31504.181818181823,0.187964973272066,0.9630345909108808,0.2430243052275232,3.0,0.0,642700000000.0
2012-08-04,-0.5574684374327892,-0.8301981337405212,5,1,8,0,0,0,0.0,0,0.0,0,0.0,0,0,30819.022222222226,0.1874450535228798,0.9630345909108808,0.2430243052275232,4.0,0.0,642700000000.0
2012-08-05,-0.5716666713027052,-0.8204859638785327,6,1,8,0,0,0,0.0,0,0.0,0,0.0,0,0,31890.181818181816,0.1762368054002893,0.9630345909108808,0.2430243052275232,5.0,0.0,642700000000.0
2012-08-06,-0.5856957398073508,-0.8105309990194823,0,0,8,0,0,0,0.0,0,0.0,0,0.0,0,0,32161.844444444443,0.1846856815095086,0.9630345909108808,0.2430243052275232,6.0,0.0,642700000000.0
2012-08-07,-0.5995514915196489,-0.8003361849976323,1,0,8,0,0,0,0.0,0,0.0,0,0.0,0,0,31269.000000000004,0.1617381171291728,0.9630345909108808,0.2430243052275232,7.0,0.0,642700000000.0
2012-08-08,-0.6132298262997502,-0.7899045386224707,2,0,8,0,0,0,0.0,0,0.0,0,0.0,0,0,31444.136363636364,0.1757751983868939,0.9617408632489544,0.1561900208031573,8.0,1.0,642700000000.0
2012-08-09,-0.6267266965083301,-0.7792391467859886,3,0,8,0,0,0,0.0,0,0.0,0,0.0,0,0,31368.47727272728,0.1899286632787273,0.9617408632489544,0.1561900208031573,9.0,1.0,642700000000.0
2012-08-10,-0.6400381082043503,-0.7683431655492202,4,0,8,0,0,0,0.0,0,0.0,0,0.0,0,0,31504.181818181823,0.187964973272066,0.9617408632489544,0.1561900208031573,10.0,1.0,642700000000.0
2012-08-11,-0.65316012232693,-0.7572198192083127,5,1,8,0,0,0,0.0,0,0.0,0,0.0,0,0,30819.022222222226,0.1874450535228798,0.9617408632489544,0.1561900208031573,11.0,1.0,642700000000.0
2012-08-12,-0.666088855860977,-0.7458723993404063,6,1,8,0,0,0,0.0,0,0.0,0,0.0,0,0,31890.181818181816,0.1762368054002893,0.9617408632489544,0.1561900208031573,12.0,1.0,642700000000.0
2012-08-13,-0.6788204829862355,-0.734304263829602,0,0,8,0,0,0,0.0,0,0.0,0,0.0,0,0,32161.844444444443,0.1846856815095086,0.9617408632489544,0.1561900208031573,13.0,1.0,642700000000.0
2012-08-14,-0.6913512362094071,-0.722518835873311,1,0,8,0,0,0,0.0,0,0.0,0,0.0,0,0,31269.000000000004,0.1617381171291728,0.9617408632489544,0.1561900208031573,14.0,1.0,642700000000.0
2012-08-15,-0.7036774074790128,-0.7105196029692745,2,0,8,0,0,0,0.0,0,0.0,0,0.0,0,0,31444.136363636364,0.1757751983868939,0.9617408632489544,0.1561900208031573,15.0,1.0,642700000000.0
2012-08-16,-0.7157953492826642,-0.6983101158835584,3,0,8,0,0,0,0.0,0,0.0,0,0.0,0,0,31368.47727272728,0.1899286632787273,0.9617408632489544,0.1561900208031573,16.0,1.0,642700000000.0
2012-08-17,-0.7277014757264236,-0.6858939875998223,4,0,8,0,0,0,0.0,0,0.0,0,0.0,0,0,31504.181818181823,0.187964973272066,0.9617408632489544,0.1561900208031573,17.0,1.0,642700000000.0
2012-08-18,-0.7393922635959241,-0.673274892250183,5,1,8,0,0,0,0.0,0,0.0,0,0.0,0,0,30819.022222222226,0.1874450535228798,0.9617408632489544,0.1561900208031573,18.0,1.0,642700000000.0
2012-08-19,-0.7508642533989489,-0.6604565640279754,6,1,8,0,0,0,0.0,0,0.0,0,0.0,0,0,31890.181818181816,0.1762368054002893,0.9617408632489544,0.1561900208031573,19.0,1.0,642700000000.0
2012-08-20,-0.7621140503891487,-0.6474427960827475,0,0,8,0,0,0,0.0,0,0.0,0,0.0,0,0,32161.844444444443,0.1846856815095086,0.9617408632489544,0.1561900208031573,20.0,1.0,642700000000.0
2012-08-21,-0.7731383255706026,-0.6342374393978054,1,0,8,0,0,0,0.0,0,0.0,0,0.0,0,0,31269.000000000004,0.1617381171291728,0.9617408632489544,0.1561900208031573,21.0,1.0,642700000000.0
2012-08-22,-0.7839338166829201,-0.620844401650647,2,0,8,0,0,0,0.0,0,0.0,0,0.0,0,0,31444.136363636364,0.1757751983868939,0.9617408632489544,0.1561900208031573,22.0,1.0,642700000000.0
2012-08-23,-0.7944973291665992,-0.6072676460566135,3,0,8,0,0,0,0.0,0,0.0,0,0.0,0,0,31368.47727272728,0.1899286632787273,0.9617408632489544,0.1561900208031573,23.0,1.0,642700000000.0
2012-08-24,-0.8048257371083452,-0.593511190196115,4,0,8,0,0,0,0.0,0,0.0,0,0.0,0,0,31504.181818181823,0.187964973272066,0.9617408632489544,0.1561900208031573,24.0,1.0,642700000000.0
2012-08-25,-0.8149159841660791,-0.5795791048257612,5,1,8,0,0,0,0.0,0,0.0,0,0.0,0,0,30819.022222222226,0.1874450535228798,0.9617408632489544,0.1561900208031573,25.0,1.0,642700000000.0
2012-08-26,-0.8247650844733614,-0.5654755126737576,6,1,8,0,0,0,0.0,0,0.125,0,0.0,0,0,31890.181818181816,0.1762368054002893,0.9617408632489544,0.1561900208031573,26.0,1.0,642700000000.0
2012-08-27,-0.8343701235229538,-0.5512045872199277,0,0,8,0,0,0,0.0,0,0.1428571428571428,0,0.0,0,0,32161.844444444443,0.1846856815095086,0.9617408632489544,0.1561900208031573,27.0,1.0,642700000000.0
2012-08-28,-0.8437282590292712,-0.5367705514607103,1,0,8,0,0,0,0.0,0,0.1666666666666666,0,0.0,0,0,31269.000000000004,0.1617381171291728,0.9617408632489544,0.1561900208031573,28.0,1.0,642700000000.0
2012-08-29,-0.8528367217694595,-0.522177676659508,2,0,8,0,0,0,0.0,0,0.2,0,0.0,0,0,31444.136363636364,0.1757751983868939,0.9617408632489544,0.1561900208031573,29.0,1.0,642700000000.0
2012-08-30,-0.8616928164028522,-0.5074302810827518,3,0,8,0,0,0,0.0,0,0.25,0,0.0,0,0,31368.47727272728,0.1899286632787273,0.9617408632489544,0.1561900208031573,30.0,1.0,642700000000.0
2012-08-31,-0.8702939222685674,-0.4925327287220543,4,0,8,0,0,0,0.0,0,0.3333333333333333,0,0.0,0,0,31504.181818181823,0.187964973272066,0.9598197935752604,0.2139327944642314,15.5,0.5,642700000000.0
2012-09-01,-0.8786374941610001,-0.4774894280028391,5,1,9,0,0,0,0.0,0,0.5,0,0.0,0,0,22113.690476190477,0.161581027972082,0.9578987239015664,0.2716755681253056,1.0,0.0,521900000000.0
2012-09-02,-0.886721063082993,-0.4623048304798108,6,1,9,0,0,0,0.0,1,1.0,0,0.0,0,0,22415.13953488372,0.1737035037816434,0.9578987239015664,0.2716755681253056,2.0,0.0,521900000000.0
2012-09-03,-0.8945422369764496,-0.4469834295196741,0,0,9,0,0,0,0.0,0,0.5,0,0.0,0,0,22639.0,0.1969997445556789,0.9578987239015664,0.2716755681253056,3.0,0.0,521900000000.0
2012-09-04,-0.9020987014301836,-0.4315297589714714,1,0,9,0,0,0,0.0,0,0.3333333333333333,0,0.0,0,0,22405.97674418604,0.1780939468915501,0.9578987239015664,0.2716755681253056,4.0,0.0,521900000000.0
2012-09-05,-0.9093882203647924,-0.4159483918249421,2,0,9,0,0,0,0.0,0,0.25,0,0.0,0,0,22897.72093023256,0.1685796161720394,0.9578987239015664,0.2716755681253056,5.0,0.0,521900000000.0
2012-09-06,-0.9164086366943458,-0.4002439388573056,3,0,9,0,0,0,0.0,0,0.2,0,0.0,0,0,22386.906976744187,0.167420476902417,0.9578987239015664,0.2716755681253056,6.0,0.0,521900000000.0
2012-09-07,-0.923157872964704,-0.3844210472688554,4,0,9,0,0,0,0.0,0,0.1666666666666666,0,0.0,0,0,22215.767441860466,0.1728180994002246,0.9578987239015664,0.2716755681253056,7.0,0.0,521900000000.0
2012-09-08,-0.9296339319682696,-0.3684843993077793,5,1,9,0,0,0,0.0,0,0.1428571428571428,0,0.0,0,0,22113.690476190477,0.161581027972082,0.9617408632489544,0.1561900208031573,8.0,1.0,521900000000.0
2012-09-09,-0.935834897334994,-0.3524387108846032,6,1,9,0,0,0,0.0,0,0.125,0,0.0,0,0,22415.13953488372,0.1737035037816434,0.9617408632489544,0.1561900208031573,9.0,1.0,521900000000.0
2012-09-10,-0.9417589340994617,-0.3362887301766828,0,0,9,0,0,0,0.0,0,0.0,0,0.0,0,0,22639.0,0.1969997445556789,0.9617408632489544,0.1561900208031573,10.0,1.0,521900000000.0
2012-09-11,-0.9474042892438844,-0.3200392362231385,1,0,9,0,0,0,0.0,0,0.0,0,0.0,0,0,22405.97674418604,0.1780939468915501,0.9617408632489544,0.1561900208031573,11.0,1.0,521900000000.0
2012-09-12,-0.9527692922168512,-0.3036950375106588,2,0,9,0,0,0,0.0,0,0.0,0,0.0,0,0,22897.72093023256,0.1685796161720394,0.9617408632489544,0.1561900208031573,12.0,1.0,521900000000.0
2012-09-13,-0.9578523554276668,-0.2872609705505963,3,0,9,0,0,0,0.0,0,0.0,0,0.0,0,0,22386.906976744187,0.167420476902417,0.9617408632489544,0.1561900208031573,13.0,1.0,521900000000.0
2012-09-14,-0.9626519747161488,-0.2707418984477642,4,0,9,0,0,0,0.0,0,0.0,0,0.0,0,0,22215.767441860466,0.1728180994002246,0.9617408632489544,0.1561900208031573,14.0,1.0,521900000000.0
2012-09-15,-0.9671667297977312,-0.2541427094613622,5,1,9,0,0,0,0.0,0,0.0,0,0.0,0,0,22113.690476190477,0.161581027972082,0.9617408632489544,0.1561900208031573,15.0,1.0,521900000000.0
2012-09-16,-0.97139528468375,-0.2374683155584684,6,1,9,0,0,0,0.0,0,0.0,0,0.0,0,0,22415.13953488372,0.1737035037816434,0.9617408632489544,0.1561900208031573,16.0,1.0,521900000000.0
2012-09-17,-0.9753363880767836,-0.2207236509605022,0,0,9,0,0,0,0.0,0,0.0,0,0.0,0,0,22639.0,0.1969997445556789,0.9617408632489544,0.1561900208031573,17.0,1.0,521900000000.0
2012-09-18,-0.978988873740932,-0.2039136706831147,1,0,9,0,0,0,0.0,0,0.0,0,0.0,0,0,22405.97674418604,0.1780939468915501,0.9617408632489544,0.1561900208031573,18.0,1.0,521900000000.0
2012-09-19,-0.9823516608469236,-0.1870433490699165,2,0,9,0,0,0,0.0,0,0.0,0,0.0,0,0,22897.72093023256,0.1685796161720394,0.9617408632489544,0.1561900208031573,19.0,1.0,521900000000.0
2012-09-20,-0.9854237542919524,-0.1701176783204905,3,0,9,0,0,0,0.0,0,0.0,0,0.0,0,0,22386.906976744187,0.167420476902417,0.9617408632489544,0.1561900208031573,20.0,1.0,521900000000.0
2012-09-21,-0.9882042449941422,-0.15314166701312,4,0,9,0,0,0,0.0,0,0.0,0,0.0,0,0,22215.767441860466,0.1728180994002246,0.9617408632489544,0.1561900208031573,21.0,1.0,521900000000.0
2012-09-22,-0.9906923101615608,-0.136120338622667,5,1,9,0,0,0,0.0,0,0.0,0,0.0,0,0,22113.690476190477,0.161581027972082,0.9617408632489544,0.1561900208031573,22.0,1.0,521900000000.0
2012-09-23,-0.9928872135356962,-0.1190587300340498,6,1,9,0,0,0,0.0,0,0.0,0,0.0,0,0,22415.13953488372,0.1737035037816434,0.9617408632489544,0.1561900208031573,23.0,1.0,521900000000.0
2012-09-24,-0.994788305609327,-0.1019618900517457,0,0,9,0,0,0,0.0,0,0.0,0,0.0,0,0,22639.0,0.1969997445556789,0.9617408632489544,0.1561900208031573,24.0,1.0,521900000000.0
2012-09-25,-0.9963950238187232,-0.0848348779057653,1,0,9,0,0,0,0.0,0,0.0,0,0.0,0,0,22405.97674418604,0.1780939468915501,0.9617408632489544,0.1561900208031573,25.0,1.0,521900000000.0
2012-09-26,-0.9977068927101168,-0.0676827617545516,2,0,9,0,0,0,0.0,0,0.0,0,0.0,0,0,22897.72093023256,0.1685796161720394,0.9617408632489544,0.1561900208031573,26.0,1.0,521900000000.0
2012-09-27,-0.9987235240803972,-0.0505106171852228,3,0,9,0,0,0,0.0,0,0.0,0,0.0,0,0,22386.906976744187,0.167420476902417,0.9617408632489544,0.1561900208031573,27.0,1.0,521900000000.0
2012-09-28,-0.9994446170919858,-0.0333235257116313,4,0,9,0,0,0,0.0,0,0.0,0,0.0,0,0,22215.767441860466,0.1728180994002246,0.9617408632489544,0.1561900208031573,28.0,1.0,521900000000.0
2012-09-29,-0.9998699583618592,-0.0161265732706577,5,1,9,0,0,0,0.0,0,0.0,0,0.0,0,0,22113.690476190477,0.161581027972082,0.9617408632489544,0.1561900208031573,29.0,1.0,521900000000.0
2012-09-30,-0.9999994220246924,0.0010751512827982,6,1,9,0,0,0,0.0,0,0.0,0,0.0,0,0,22415.13953488372,0.1737035037816434,0.9584317781563312,0.1885648721072985,15.0,0.5,521900000000.0
2012-10-01,-0.999832969770105,0.0182765576816912,0,0,10,0,0,0,0.0,0,0.0,0,0.0,0,0,18132.727272727272,0.180986733699652,0.9551226930637076,0.2209397234114397,1.0,0.0,428500000000.0
2012-10-02,-0.9993706508539968,0.0354725557531255,1,0,10,0,0,0,0.0,0,0.0,0,0.0,0,0,18037.068181818184,0.1651320090186813,0.9551226930637076,0.2209397234114397,2.0,0.0,428500000000.0
2012-10-03,-0.9986126020839734,0.052658056924614,2,0,10,0,0,0,0.0,0,0.0,0,0.0,0,0,17968.25,0.1754208757886618,0.9551226930637076,0.2209397234114397,3.0,0.0,428500000000.0
2012-10-04,-0.9975590477788612,0.0698279757298708,3,0,10,0,0,0,0.0,0,0.0,0,0.0,0,0,18219.24444444444,0.1905116362310754,0.9551226930637076,0.2209397234114397,4.0,0.0,428500000000.0
2012-10-05,-0.9962102997023295,0.0869772313136861,4,0,10,0,0,0,0.0,0,0.0,0,0.0,0,0,18182.590909090908,0.1826433349208153,0.9551226930637076,0.2209397234114397,5.0,0.0,428500000000.0
2012-10-06,-0.9945667569706336,0.1041007489354256,5,1,10,0,0,0,0.0,0,0.0,0,0.0,0,0,18380.533333333333,0.1725692154941717,0.9551226930637076,0.2209397234114397,6.0,0.0,428500000000.0
2012-10-07,-0.9926289059345096,0.121193461470736,6,1,10,0,0,0,0.0,0,0.0,0,0.0,0,0,17851.772727272724,0.160984265575105,0.9551226930637076,0.2209397234114397,7.0,0.0,428500000000.0
2012-10-08,-0.9903973200352558,0.1382503109109819,0,0,10,0,0,0,0.0,0,0.0,0,0.0,0,0,18132.727272727272,0.180986733699652,0.9617408632489544,0.1561900208031573,8.0,1.0,428500000000.0
2012-10-09,-0.9878726596350428,0.1552662498599956,1,0,10,0,0,0,0.0,0,0.0,0,0.0,0,0,18037.068181818184,0.1651320090186813,0.9617408632489544,0.1561900208031573,9.0,1.0,428500000000.0
2012-10-10,-0.9850556718215012,0.172236243027682,2,0,10,0,0,0,0.0,0,0.0,0,0.0,0,0,17968.25,0.1754208757886618,0.9617408632489544,0.1561900208031573,10.0,1.0,428500000000.0
2012-10-11,-0.981947190186646,0.1891552687200409,3,0,10,0,0,0,0.0,0,0.0,0,0.0,0,0,18219.24444444444,0.1905116362310754,0.9617408632489544,0.1561900208031573,11.0,1.0,428500000000.0
2012-10-12,-0.9785481345802032,0.2060183203251708,4,0,10,0,0,0,0.0,0,0.0,0,0.0,0,0,18182.590909090908,0.1826433349208153,0.9617408632489544,0.1561900208031573,12.0,1.0,428500000000.0
2012-10-13,-0.9748595108374124,0.2228204077947995,5,1,10,0,0,0,0.0,0,0.0,0,0.0,0,0,18380.533333333333,0.1725692154941717,0.9617408632489544,0.1561900208031573,13.0,1.0,428500000000.0
2012-10-14,-0.9708824104813836,0.239556559120927,6,1,10,0,0,0,0.0,0,0.0,0,0.0,0,0,17851.772727272724,0.160984265575105,0.9617408632489544,0.1561900208031573,14.0,1.0,428500000000.0
2012-10-15,-0.9666180104000972,0.2562218218071163,0,0,10,0,0,0,0.0,0,0.0,0,0.0,0,0,18132.727272727272,0.180986733699652,0.9617408632489544,0.1561900208031573,15.0,1.0,428500000000.0
2012-10-16,-0.9620675724981452,0.2728112643340191,1,0,10,0,0,0,0.0,0,0.0,0,0.0,0,0,18037.068181818184,0.1651320090186813,0.9617408632489544,0.1561900208031573,16.0,1.0,428500000000.0
2012-10-17,-0.957232443323312,0.2893199776186952,2,0,10,0,0,0,0.0,0,0.0,0,0.0,0,0,17968.25,0.1754208757886618,0.9617408632489544,0.1561900208031573,17.0,1.0,428500000000.0
2012-10-18,-0.9521140536681102,0.3057430764672831,3,0,10,0,0,0,0.0,0,0.0,0,0.0,0,0,18219.24444444444,0.1905116362310754,0.9617408632489544,0.1561900208031573,18.0,1.0,428500000000.0
2012-10-19,-0.9467139181463862,0.3220757010206104,4,0,10,0,0,0,0.0,0,0.0,0,0.0,0,0,18182.590909090908,0.1826433349208153,0.9617408632489544,0.1561900208031573,19.0,1.0,428500000000.0
2012-10-20,-0.9410336347451196,0.3383130181923076,5,1,10,0,0,0,0.0,0,0.0,0,0.0,0,0,18380.533333333333,0.1725692154941717,0.9617408632489544,0.1561900208031573,20.0,1.0,428500000000.0
2012-10-21,-0.9350748843515574,0.3544502230989869,6,1,10,0,0,0,0.0,0,0.0,0,0.0,0,0,17851.772727272724,0.160984265575105,0.9617408632489544,0.1561900208031573,21.0,1.0,428500000000.0
2012-10-22,-0.9288394302558068,0.3704825404820963,0,0,10,0,0,0,0.0,0,0.0,0,0.0,0,0,18132.727272727272,0.180986733699652,0.9617408632489544,0.1561900208031573,22.0,1.0,428500000000.0
2012-10-23,-0.9223291176290545,0.3864052261209853,1,0,10,0,0,0,0.0,0,0.0,0,0.0,0,0,18037.068181818184,0.1651320090186813,0.9617408632489544,0.1561900208031573,23.0,1.0,428500000000.0
2012-10-24,-0.9155458729775467,0.4022135682368036,2,0,10,0,0,0,0.0,0,0.0,0,0.0,0,0,17968.25,0.1754208757886618,0.9617408632489544,0.1561900208031573,24.0,1.0,428500000000.0
2012-10-25,-0.9084917035725082,0.4179028888867866,3,0,10,0,0,0,0.0,0,0.0,0,0.0,0,0,18219.24444444444,0.1905116362310754,0.9617408632489544,0.1561900208031573,25.0,1.0,428500000000.0
2012-10-26,-0.9011686968561567,0.4334685453485363,4,0,10,0,0,0,0.0,0,0.0,0,0.0,0,0,18182.590909090908,0.1826433349208153,0.9617408632489544,0.1561900208031573,26.0,1.0,428500000000.0
2012-10-27,-0.8935790198239952,0.4489059314938798,5,1,10,0,0,0,0.0,0,0.0,0,0.0,0,0,18380.533333333333,0.1725692154941717,0.9617408632489544,0.1561900208031573,27.0,1.0,428500000000.0
2012-10-28,-0.8857249183835637,0.4642104791518923,6,1,10,0,0,0,0.0,0,0.0,0,0.0,0,0,17851.772727272724,0.160984265575105,0.9617408632489544,0.1561900208031573,28.0,1.0,428500000000.0
2012-10-29,-0.8776087166898392,0.4793776594606945,0,0,10,0,0,0,0.0,0,0.0,0,0.0,0,0,18132.727272727272,0.180986733699652,0.9617408632489544,0.1561900208031573,29.0,1.0,428500000000.0
2012-10-30,-0.8692328164574792,0.4944029842076181,1,0,10,0,0,0,0.0,0,0.0,0,0.0,0,0,18037.068181818184,0.1651320090186813,0.9617408632489544,0.1561900208031573,30.0,1.0,428500000000.0
2012-10-31,-0.8605996962501181,0.5092820071573356,2,0,10,0,0,0,0.0,0,0.0,0,0.0,0,0,17968.25,0.1754208757886618,0.9630111867717636,0.181612115598384,15.5,0.5,428500000000.0
2012-11-01,-0.8517119107469189,0.5240103253675756,3,0,11,0,0,0,0.0,0,0.0,0,0.0,0,0,15186.333333333334,0.1808150068696175,0.9642815102945724,0.2070342103936107,1.0,0.0,414200000000.0
2012-11-02,-0.8425720899866032,0.5385835804920232,4,0,11,0,0,0,0.0,0,0.0,0,0.0,0,0,15150.67441860465,0.1663355169396627,0.9642815102945724,0.2070342103936107,2.0,0.0,414200000000.0
2012-11-03,-0.8331829385891785,0.5529974600700271,5,1,11,0,0,0,0.0,0,0.0,0,0.0,0,0,14930.27906976744,0.1607296263949602,0.9642815102945724,0.2070342103936107,3.0,0.0,414200000000.0
2012-11-04,-0.8235472349556007,0.5672476988027229,6,1,11,0,0,0,0.0,0,0.0,0,0.0,0,0,15315.48837209302,0.1748624181849203,0.9642815102945724,0.2070342103936107,4.0,0.0,414200000000.0
2012-11-05,-0.8136678304455991,0.5813300798152042,0,0,11,0,0,0,0.0,0,0.0,0,0.0,0,0,15394.465116279072,0.1833727114516335,0.9642815102945724,0.2070342103936107,5.0,0.0,414200000000.0
2012-11-06,-0.8035476485339116,0.5952404359043674,1,0,11,0,0,0,0.0,0,0.0,0,0.0,0,0,15146.441860465116,0.1692397904582278,0.9642815102945724,0.2070342103936107,6.0,0.0,414200000000.0
2012-11-07,-0.7931896839451843,0.6089746507720486,2,0,11,0,0,0,0.0,0,0.0,0,0.0,0,0,15491.813953488372,0.1710502963434311,0.9642815102945724,0.2070342103936107,7.0,0.0,414200000000.0
2012-11-08,-0.7825970017677834,0.6225286602431057,3,0,11,0,0,0,0.0,0,0.0,0,0.0,0,0,15186.333333333334,0.1808150068696175,0.9617408632489544,0.1561900208031573,8.0,1.0,414200000000.0
